epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,9629,0.41314,0.28465,0.95555,0.99774,0.99431,0.99399,0.93986,0.28162,0.18296,0.85661,0.0002872,0.0002872,0.0002872
74,9760.7,0.4151,0.2844,0.95494,0.99778,0.99423,0.99389,0.93917,0.28167,0.18259,0.85654,0.0002773,0.0002773,0.0002773
75,9892.54,0.41554,0.28561,0.95713,0.99773,0.99414,0.99394,0.93881,0.28154,0.18238,0.85644,0.0002674,0.0002674,0.0002674
76,10024.4,0.41314,0.28453,0.95688,0.99771,0.9941,0.99392,0.93868,0.28136,0.18221,0.8562,0.0002575,0.0002575,0.0002575
77,10156.1,0.41089,0.28362,0.95605,0.99763,0.99403,0.99394,0.93888,0.28123,0.18206,0.85608,0.0002476,0.0002476,0.0002476
78,10287.9,0.41273,0.2842,0.95544,0.99752,0.99387,0.99389,0.93946,0.28099,0.18229,0.8559,0.0002377,0.0002377,0.0002377
79,10419.8,0.40636,0.28064,0.95353,0.9975,0.99381,0.99388,0.93949,0.28083,0.18227,0.85573,0.0002278,0.0002278,0.0002278
80,10551.6,0.40883,0.27766,0.95289,0.99752,0.99386,0.99385,0.93975,0.28065,0.182,0.85555,0.0002179,0.0002179,0.0002179
81,10683.2,0.40633,0.27749,0.95326,0.99746,0.99376,0.99386,0.9402,0.28038,0.18169,0.85534,0.000208,0.000208,0.000208
82,10814.9,0.40497,0.27669,0.95186,0.99748,0.99384,0.99388,0.94011,0.28034,0.18128,0.85536,0.0001981,0.0001981,0.0001981
83,10946.4,0.40473,0.27387,0.95344,0.99751,0.99388,0.99388,0.94018,0.28023,0.18122,0.85537,0.0001882,0.0001882,0.0001882
84,11078.1,0.40337,0.27445,0.95119,0.99758,0.99414,0.99392,0.94055,0.28027,0.18086,0.85541,0.0001783,0.0001783,0.0001783
85,11210.2,0.39863,0.275,0.95047,0.99756,0.99414,0.99404,0.94069,0.28007,0.18099,0.85529,0.0001684,0.0001684,0.0001684
86,11342.6,0.39696,0.26968,0.94846,0.99744,0.99403,0.99394,0.94087,0.27999,0.18085,0.8552,0.0001585,0.0001585,0.0001585
87,11474.5,0.39917,0.27245,0.95136,0.99739,0.99405,0.99393,0.9411,0.27988,0.18053,0.85512,0.0001486,0.0001486,0.0001486
88,11606.3,0.39746,0.26956,0.94828,0.99738,0.99406,0.9939,0.94099,0.2797,0.18044,0.8549,0.0001387,0.0001387,0.0001387
89,11738.1,0.39898,0.27054,0.94942,0.99734,0.99406,0.99387,0.94091,0.2795,0.18051,0.85471,0.0001288,0.0001288,0.0001288
90,11869.9,0.39088,0.26718,0.94513,0.99726,0.99406,0.99384,0.94091,0.27937,0.18059,0.85458,0.0001189,0.0001189,0.0001189
91,12005.3,0.24405,0.18046,0.84981,0.9973,0.9941,0.99382,0.94074,0.27929,0.18064,0.8545,0.000109,0.000109,0.000109
92,12139.3,0.24013,0.17374,0.84593,0.99731,0.99411,0.99383,0.94066,0.27921,0.1805,0.85438,9.91e-05,9.91e-05,9.91e-05
93,12273.5,0.23674,0.17285,0.84454,0.99743,0.9943,0.99382,0.94075,0.27917,0.18002,0.85432,8.92e-05,8.92e-05,8.92e-05
94,12407.9,0.23461,0.17053,0.84365,0.99747,0.99435,0.99383,0.94025,0.2791,0.17981,0.85426,7.93e-05,7.93e-05,7.93e-05
95,12542,0.23141,0.16772,0.8434,0.99746,0.99435,0.99386,0.94054,0.27902,0.17971,0.85419,6.94e-05,6.94e-05,6.94e-05
96,12676.2,0.23079,0.16785,0.84276,0.99745,0.99435,0.99392,0.9407,0.27884,0.17906,0.85398,5.95e-05,5.95e-05,5.95e-05
97,12810.6,0.22866,0.16657,0.84044,0.99744,0.99435,0.99405,0.94097,0.27868,0.17856,0.8538,4.96e-05,4.96e-05,4.96e-05
98,12944.5,0.2288,0.1661,0.84183,0.99741,0.99435,0.99413,0.94156,0.27853,0.1785,0.85362,3.97e-05,3.97e-05,3.97e-05
99,13078.7,0.22551,0.16282,0.83842,0.99739,0.99435,0.99411,0.94156,0.27838,0.17848,0.85346,2.98e-05,2.98e-05,2.98e-05
100,13212.6,0.22442,0.16257,0.83718,0.99736,0.99434,0.99409,0.94183,0.27824,0.17823,0.85338,1.99e-05,1.99e-05,1.99e-05
