epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,3034.93,0.31215,0.19216,0.90374,0.99198,0.99617,0.99381,0.9456,0.25427,0.12815,0.84441,0.0003466,0.0003466,0.0003466
68,3080.18,0.31213,0.18961,0.90208,0.99255,0.99622,0.99382,0.94538,0.25436,0.12832,0.8445,0.0003367,0.0003367,0.0003367
69,3125.49,0.30668,0.18945,0.90221,0.99219,0.99708,0.99389,0.94448,0.25446,0.12834,0.84454,0.0003268,0.0003268,0.0003268
70,3170.31,0.30656,0.18662,0.90259,0.99238,0.99733,0.99392,0.94518,0.25461,0.12713,0.84486,0.0003169,0.0003169,0.0003169
71,3215.96,0.30619,0.18608,0.90208,0.99254,0.99726,0.99395,0.94588,0.25486,0.12744,0.84497,0.000307,0.000307,0.000307
72,3261.06,0.30402,0.18635,0.90041,0.9934,0.99628,0.99402,0.94611,0.25485,0.12733,0.84512,0.0002971,0.0002971,0.0002971
73,3305.95,0.30329,0.1835,0.89986,0.99364,0.99619,0.99406,0.94587,0.25476,0.12793,0.84518,0.0002872,0.0002872,0.0002872
74,3350.73,0.30268,0.18553,0.89932,0.99347,0.99626,0.99411,0.94643,0.25466,0.12781,0.84527,0.0002773,0.0002773,0.0002773
75,3395.73,0.29922,0.18412,0.89891,0.99339,0.99636,0.9941,0.94671,0.25459,0.12784,0.8453,0.0002674,0.0002674,0.0002674
76,3441.1,0.29939,0.18135,0.89661,0.99335,0.99647,0.9941,0.94714,0.25437,0.1271,0.84543,0.0002575,0.0002575,0.0002575
77,3486.09,0.29395,0.17918,0.89506,0.99321,0.99667,0.9941,0.94637,0.25428,0.12683,0.84555,0.0002476,0.0002476,0.0002476
78,3531.45,0.29434,0.17965,0.89525,0.99314,0.99675,0.99412,0.94714,0.25392,0.12636,0.8455,0.0002377,0.0002377,0.0002377
79,3576.76,0.29485,0.1792,0.89514,0.99316,0.99674,0.99414,0.94664,0.25372,0.12559,0.84546,0.0002278,0.0002278,0.0002278
80,3621.75,0.28704,0.17664,0.89452,0.99323,0.99663,0.99414,0.94692,0.25371,0.12586,0.84569,0.0002179,0.0002179,0.0002179
81,3666.39,0.2919,0.17976,0.89557,0.99317,0.9967,0.99412,0.9463,0.25352,0.12586,0.84577,0.000208,0.000208,0.000208
82,3711.45,0.2907,0.17871,0.89352,0.99335,0.99656,0.99414,0.94581,0.2535,0.12579,0.84578,0.0001981,0.0001981,0.0001981
83,3756.45,0.28896,0.17451,0.89354,0.99347,0.99654,0.99414,0.9461,0.25335,0.12594,0.84572,0.0001882,0.0001882,0.0001882
84,3801.69,0.2859,0.17298,0.89122,0.9935,0.99659,0.99417,0.9459,0.25321,0.12571,0.84561,0.0001783,0.0001783,0.0001783
85,3846.76,0.28487,0.17151,0.89163,0.99356,0.99656,0.99417,0.94568,0.2532,0.12566,0.84561,0.0001684,0.0001684,0.0001684
86,3891.81,0.28471,0.17283,0.89324,0.99353,0.99657,0.99421,0.94589,0.25316,0.12533,0.84554,0.0001585,0.0001585,0.0001585
87,3937.14,0.28191,0.16911,0.88954,0.99348,0.99662,0.99416,0.94523,0.2531,0.12552,0.84545,0.0001486,0.0001486,0.0001486
88,3982.56,0.28143,0.17075,0.88958,0.99351,0.99637,0.99417,0.94517,0.25301,0.12596,0.84554,0.0001387,0.0001387,0.0001387
89,4027.79,0.28024,0.16994,0.89044,0.99353,0.99626,0.99411,0.94534,0.25281,0.12659,0.8453,0.0001288,0.0001288,0.0001288
90,4072.88,0.28084,0.16901,0.89019,0.99278,0.99722,0.9941,0.94564,0.25299,0.12618,0.84547,0.0001189,0.0001189,0.0001189
91,4118.72,0.16714,0.10353,0.81128,0.99277,0.99728,0.99406,0.94572,0.25302,0.12546,0.84548,0.000109,0.000109,0.000109
92,4164.3,0.16521,0.10169,0.8107,0.99281,0.9973,0.99408,0.94569,0.25292,0.12517,0.84552,9.91e-05,9.91e-05,9.91e-05
93,4209.29,0.1633,0.10094,0.80906,0.99284,0.99731,0.99406,0.94549,0.25286,0.12518,0.84544,8.92e-05,8.92e-05,8.92e-05
94,4254.6,0.16293,0.10055,0.81008,0.99289,0.9973,0.99405,0.94538,0.25286,0.12511,0.84544,7.93e-05,7.93e-05,7.93e-05
